version,caseid,profile_gender,profile_age,profile_state,profile_relig,w3qual,w3p_ideo,w3reg,w3regstate,w3turnout,w3hsvote,w3hswho,w3dthonest,w3dem1honest,w3socmedia2_f,w3socmedia2_i,w3socmedia2_s,w3socmedia2_t,w3startdt,w3enddt,w3device
ANES 2020-22 Social Media Study 20230705,42,2,30,OH,11,1,-6,2,-1,1,2,-1,3,4,1,2,2,2,2022-11-10 14:40:00,2022-11-10 15:04:00,Smartphone
ANES 2020-22 Social Media Study 20230705,43,1,52,IN,1,1,1,1,-1,4,1,1,5,1,1,2,-7,2,2022-11-09 14:56:00,2022-11-09 15:56:00,Desktop
ANES 2020-22 Social Media Study 20230705,45,1,42,CA,12,1,-6,1,-1,2,2,-1,5,3,1,1,1,-7,2022-11-12 14:40:00,2022-11-12 15:07:00,Smartphone
ANES 2020-22 Social Media Study 20230705,46,1,40,SC,1,1,-6,1,-1,4,1,2,4,5,1,1,2,1,2022-11-12 13:52:00,2022-11-12 15:16:00,Smartphone
ANES 2020-22 Social Media Study 20230705,48,1,73,WI,1,1,-6,1,-1,4,1,1,5,3,1,2,2,2,2022-11-10 17:07:00,2022-11-10 17:34:00,Desktop
ANES 2020-22 Social Media Study 20230705,50,1,57,CO,1,1,-6,1,-1,4,1,2,2,5,2,2,2,2,2022-11-13 03:08:00,2022-11-13 03:27:00,Desktop
ANES 2020-22 Social Media Study 20230705,51,2,48,NJ,11,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-12 19:30:00,2022-11-12 19:52:00,Smartphone
ANES 2020-22 Social Media Study 20230705,52,2,78,NY,2,1,-6,3,-1,4,2,-1,5,5,-1,-1,-1,-1,2022-11-11 11:29:00,2022-11-11 11:41:00,Desktop
ANES 2020-22 Social Media Study 20230705,53,1,55,MO,11,1,-6,1,-1,4,1,2,5,3,2,2,2,2,2022-11-10 17:14:00,2022-11-10 17:35:00,Desktop
ANES 2020-22 Social Media Study 20230705,54,1,37,MI,2,1,-6,1,-1,4,1,1,3,2,1,1,2,1,2022-11-09 17:00:00,2022-11-09 17:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,55,1,70,NY,14,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-12-06 12:30:00,2022-12-06 13:01:00,Desktop
ANES 2020-22 Social Media Study 20230705,56,2,70,AZ,12,1,-6,2,-1,1,2,-1,5,3,-1,-1,-1,-1,2022-11-10 18:37:00,2022-11-10 19:14:00,Desktop
ANES 2020-22 Social Media Study 20230705,57,1,47,MO,12,1,-6,1,-1,4,1,1,4,4,1,2,2,2,2022-11-10 16:21:00,2022-11-10 16:41:00,Smartphone
ANES 2020-22 Social Media Study 20230705,58,2,76,TX,2,1,-6,1,-1,4,1,2,5,5,-1,-1,-1,-1,2022-11-10 16:19:00,2022-11-10 16:49:00,Tablet
ANES 2020-22 Social Media Study 20230705,60,1,67,MI,2,1,-6,1,-1,4,1,1,5,2,1,-7,-7,-7,2022-11-10 18:33:00,2022-11-10 19:07:00,Smartphone
ANES 2020-22 Social Media Study 20230705,61,2,55,MA,2,1,-6,1,-1,4,1,1,5,1,2,1,2,1,2022-11-10 14:09:00,2022-11-10 14:25:00,Smartphone
ANES 2020-22 Social Media Study 20230705,63,1,77,CT,9,1,4,1,-1,4,1,2,4,4,1,2,2,2,2022-11-11 08:23:00,2022-11-11 08:59:00,Desktop
ANES 2020-22 Social Media Study 20230705,64,1,76,NY,14,1,-6,1,-1,4,1,2,2,5,1,1,2,2,2022-11-09 14:51:00,2022-11-09 15:16:00,Desktop
ANES 2020-22 Social Media Study 20230705,65,1,27,TX,10,1,-6,1,-1,4,1,1,4,2,1,1,1,1,2022-11-10 13:52:00,2022-11-10 15:04:00,Desktop
ANES 2020-22 Social Media Study 20230705,68,2,64,IL,2,1,-6,1,-1,4,1,2,3,5,2,2,2,2,2022-11-11 12:15:00,2022-11-11 12:44:00,Desktop
ANES 2020-22 Social Media Study 20230705,69,1,55,NJ,2,1,-6,1,-1,4,1,1,5,3,1,2,-7,-7,2022-11-10 20:52:00,2022-11-10 21:19:00,Smartphone
ANES 2020-22 Social Media Study 20230705,73,2,76,ID,14,1,2,1,-1,4,1,1,5,2,1,2,2,1,2022-11-10 17:17:00,2022-11-10 18:02:00,Smartphone
ANES 2020-22 Social Media Study 20230705,74,2,39,OR,11,1,3,1,-1,4,1,2,3,3,1,1,1,2,2022-11-10 14:32:00,2022-11-10 15:02:00,Smartphone
ANES 2020-22 Social Media Study 20230705,76,2,39,IL,1,1,3,1,-1,4,1,1,5,4,1,1,2,2,2022-11-13 09:47:00,2022-11-13 10:08:00,Desktop
ANES 2020-22 Social Media Study 20230705,77,1,63,MI,11,1,-6,1,-1,4,1,1,5,3,1,2,2,1,2022-11-10 14:06:00,2022-11-10 14:34:00,Desktop
ANES 2020-22 Social Media Study 20230705,78,1,25,PA,1,1,-6,2,-1,1,2,-1,5,5,1,1,2,1,2022-11-10 14:53:00,2022-11-10 15:09:00,Desktop
ANES 2020-22 Social Media Study 20230705,79,1,60,WI,11,1,4,1,-1,4,1,1,4,2,-1,-1,-1,-1,2022-11-10 20:58:00,2022-11-10 21:35:00,Smartphone
ANES 2020-22 Social Media Study 20230705,80,2,58,CA,10,1,-6,1,-1,1,2,-1,5,2,2,1,2,2,2022-11-12 05:14:00,2022-11-15 23:22:00,Smartphone
ANES 2020-22 Social Media Study 20230705,82,1,41,CA,10,1,-6,1,-1,4,1,1,5,3,1,1,2,1,2022-11-10 15:01:00,2022-11-12 13:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,84,1,61,CA,1,1,-6,1,-1,4,1,2,5,3,1,1,2,2,2022-11-10 19:31:00,2022-11-10 20:02:00,Smartphone
ANES 2020-22 Social Media Study 20230705,87,2,39,MA,14,1,-6,1,-1,2,2,-1,4,5,1,1,2,1,2022-11-18 13:26:00,2022-11-18 13:54:00,Desktop
ANES 2020-22 Social Media Study 20230705,88,2,61,MI,10,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-09 12:48:00,2022-11-09 13:04:00,Desktop
ANES 2020-22 Social Media Study 20230705,89,1,67,MD,1,1,3,1,-1,4,2,-1,4,4,2,1,2,2,2022-11-22 08:54:00,2022-11-22 09:11:00,Desktop
ANES 2020-22 Social Media Study 20230705,90,1,78,MD,2,1,-6,1,-1,4,1,1,5,1,1,2,2,2,2022-11-10 21:08:00,2022-11-10 21:47:00,Smartphone
ANES 2020-22 Social Media Study 20230705,91,2,61,PA,12,1,-6,1,-1,4,1,2,3,5,1,2,-7,2,2022-11-10 17:34:00,2022-11-10 18:14:00,Smartphone
ANES 2020-22 Social Media Study 20230705,92,1,65,NE,14,1,-6,1,-1,4,1,2,5,5,-1,-1,-1,-1,2022-11-10 18:22:00,2022-11-10 18:48:00,Desktop
ANES 2020-22 Social Media Study 20230705,93,1,39,TX,11,1,-6,1,TX,4,1,1,5,3,2,2,2,2,2022-11-20 23:11:00,2022-11-20 23:22:00,Desktop
ANES 2020-22 Social Media Study 20230705,95,1,46,FL,2,1,-6,1,-1,4,1,1,5,3,2,1,2,1,2022-11-11 19:29:00,2022-11-11 19:42:00,Desktop
ANES 2020-22 Social Media Study 20230705,96,2,28,MO,10,1,-6,2,-1,2,2,-1,5,3,1,1,2,2,2022-11-12 23:05:00,2022-11-12 23:28:00,Smartphone
ANES 2020-22 Social Media Study 20230705,97,1,39,CA,12,1,-6,1,-1,2,1,2,3,5,2,1,1,2,2022-11-17 08:23:00,2022-11-17 09:06:00,Smartphone
ANES 2020-22 Social Media Study 20230705,99,1,60,TX,1,1,-6,1,-1,3,2,-1,5,5,-1,-1,-1,-1,2022-11-13 09:59:00,2022-11-13 10:29:00,Desktop
ANES 2020-22 Social Media Study 20230705,100,2,59,OR,14,1,-6,1,-1,4,1,2,3,4,1,2,2,2,2022-11-09 12:50:00,2022-11-09 13:13:00,Smartphone
ANES 2020-22 Social Media Study 20230705,101,1,38,UT,12,1,-6,1,-1,4,1,3,5,3,1,1,2,2,2022-11-12 11:23:00,2022-11-12 11:50:00,Desktop
ANES 2020-22 Social Media Study 20230705,102,2,64,ID,12,1,-6,1,-1,4,1,1,5,2,-7,1,-7,-7,2022-11-10 14:04:00,2022-11-10 18:23:00,Desktop
ANES 2020-22 Social Media Study 20230705,104,1,63,WI,1,1,-6,1,-1,4,1,2,5,5,1,2,2,2,2022-11-11 06:55:00,2022-11-11 07:31:00,Smartphone
ANES 2020-22 Social Media Study 20230705,105,1,23,NY,14,1,-6,1,-1,2,1,1,4,5,2,1,2,2,2022-11-12 21:14:00,2022-11-12 21:23:00,Smartphone
ANES 2020-22 Social Media Study 20230705,106,1,61,OH,1,1,-6,1,-1,3,2,-1,5,4,1,2,2,2,2022-11-11 12:35:00,2022-11-11 14:08:00,Smartphone
ANES 2020-22 Social Media Study 20230705,110,1,47,IL,2,1,-6,1,-1,4,1,1,5,2,1,-7,-7,-7,2022-11-10 13:48:00,2022-11-10 14:47:00,Desktop
ANES 2020-22 Social Media Study 20230705,111,1,64,FL,14,1,-6,1,-1,4,1,2,3,5,1,1,2,2,2022-11-10 14:38:00,2022-11-10 15:17:00,Desktop
ANES 2020-22 Social Media Study 20230705,112,2,39,WI,1,1,-6,1,-1,4,2,-1,5,5,2,2,2,2,2022-12-20 15:31:00,2022-12-31 10:45:00,Smartphone
ANES 2020-22 Social Media Study 20230705,114,2,67,OK,11,1,-6,1,-1,4,1,2,3,5,1,2,2,2,2022-11-10 21:56:00,2022-11-11 12:35:00,Smartphone
ANES 2020-22 Social Media Study 20230705,115,2,67,CA,14,1,-6,1,-1,4,1,2,4,5,1,1,2,2,2022-11-11 12:55:00,2022-11-11 13:27:00,Desktop
ANES 2020-22 Social Media Study 20230705,116,2,32,CA,12,1,-6,1,-1,1,2,-1,1,5,2,1,1,2,2022-11-12 13:08:00,2022-11-12 13:40:00,Smartphone
ANES 2020-22 Social Media Study 20230705,117,1,41,NY,11,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-10 19:41:00,2022-11-10 20:10:00,Desktop
ANES 2020-22 Social Media Study 20230705,118,2,34,WI,10,1,4,1,-1,4,1,1,5,4,1,1,2,2,2022-11-28 19:13:00,2022-11-28 19:42:00,Smartphone
ANES 2020-22 Social Media Study 20230705,121,2,42,MI,1,1,-6,1,-1,1,2,-1,3,5,1,2,1,2,2022-11-12 18:55:00,2022-11-12 22:22:00,Desktop
ANES 2020-22 Social Media Study 20230705,123,1,52,AZ,2,1,-6,1,-1,4,1,2,3,5,1,2,2,1,2022-11-21 11:53:00,2022-11-21 12:29:00,Smartphone
ANES 2020-22 Social Media Study 20230705,124,2,61,NJ,2,1,4,1,-1,4,1,1,5,2,1,1,2,1,2022-11-10 15:42:00,2022-11-10 19:03:00,Smartphone
ANES 2020-22 Social Media Study 20230705,125,1,45,NY,1,1,-6,1,-1,4,1,2,2,5,1,1,2,1,2022-11-13 18:15:00,2022-11-13 18:45:00,Desktop
ANES 2020-22 Social Media Study 20230705,126,1,51,AZ,12,1,-6,2,-1,1,2,-1,5,5,1,2,2,2,2022-11-11 04:35:00,2022-11-11 05:07:00,Smartphone
ANES 2020-22 Social Media Study 20230705,129,1,70,IL,14,1,2,1,-1,4,1,1,5,3,2,2,2,2,2022-11-11 21:45:00,2022-11-11 22:24:00,Desktop
ANES 2020-22 Social Media Study 20230705,130,2,31,NM,1,1,-6,1,-1,2,2,-1,5,3,1,1,2,1,2022-11-10 15:10:00,2022-11-10 15:19:00,Smartphone
ANES 2020-22 Social Media Study 20230705,131,1,75,VA,1,1,-6,1,-1,4,1,2,2,5,-1,-1,-1,-1,2022-11-10 19:17:00,2022-11-10 19:53:00,Desktop
ANES 2020-22 Social Media Study 20230705,132,1,34,PA,11,1,2,1,-1,3,2,-1,5,3,2,1,-7,-7,2022-11-13 20:41:00,2022-11-13 22:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,133,2,22,IN,1,1,5,1,-1,2,2,-1,2,2,1,1,1,2,2022-11-22 13:07:00,2022-11-25 17:55:00,Smartphone
ANES 2020-22 Social Media Study 20230705,134,1,59,IL,12,1,-6,1,-1,4,1,1,5,2,1,1,2,1,2022-11-11 06:05:00,2022-11-11 06:25:00,Desktop
ANES 2020-22 Social Media Study 20230705,135,1,38,CA,11,1,-6,1,-1,4,1,2,5,4,1,-7,-7,-7,2022-11-14 17:38:00,2022-11-14 18:01:00,Smartphone
ANES 2020-22 Social Media Study 20230705,137,1,74,TX,14,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,2022-11-10 19:26:00,2022-11-10 20:03:00,Desktop
ANES 2020-22 Social Media Study 20230705,138,1,71,FL,10,1,-6,1,-1,4,1,1,5,3,1,1,2,1,2022-11-10 22:50:00,2022-11-10 23:21:00,Desktop
ANES 2020-22 Social Media Study 20230705,140,1,58,MD,9,1,2,1,-1,4,1,1,5,2,2,-7,-7,2,2022-11-10 19:12:00,2022-11-10 19:48:00,Desktop
ANES 2020-22 Social Media Study 20230705,141,2,72,SC,14,1,4,1,-1,4,1,1,5,1,1,2,2,2,2022-11-10 20:53:00,2022-11-10 21:21:00,Desktop
ANES 2020-22 Social Media Study 20230705,142,1,49,KS,1,1,-6,1,-1,4,1,1,5,1,1,2,2,2,2022-11-13 18:51:00,2022-11-13 19:10:00,Smartphone
ANES 2020-22 Social Media Study 20230705,144,2,72,WY,1,1,-6,1,-1,4,1,2,4,5,1,2,2,2,2022-11-10 16:41:00,2022-11-10 17:22:00,Smartphone
ANES 2020-22 Social Media Study 20230705,145,1,36,WI,14,1,-6,1,-1,4,1,1,5,2,1,1,1,1,2022-11-13 12:59:00,2022-11-13 13:29:00,Smartphone
ANES 2020-22 Social Media Study 20230705,148,2,31,KS,1,1,4,2,-1,1,2,-1,3,3,1,1,1,2,2022-11-18 19:57:00,2022-11-18 20:51:00,Desktop
ANES 2020-22 Social Media Study 20230705,149,2,27,CA,10,1,-6,2,-1,1,2,-1,1,5,2,1,2,2,2022-11-14 15:29:00,2022-11-14 15:40:00,Desktop
ANES 2020-22 Social Media Study 20230705,151,1,36,CA,10,1,-6,1,-1,4,1,1,5,3,1,1,2,2,2022-11-12 11:54:00,2022-11-12 12:23:00,Smartphone
ANES 2020-22 Social Media Study 20230705,152,2,74,MI,12,1,-6,1,-1,4,1,2,2,5,1,-7,-7,-7,2022-11-12 20:46:00,2022-11-12 22:14:00,Desktop
ANES 2020-22 Social Media Study 20230705,153,1,27,OK,2,1,-6,2,-1,1,2,-1,5,2,1,1,2,2,2022-11-12 21:07:00,2022-11-12 21:47:00,Smartphone
ANES 2020-22 Social Media Study 20230705,154,2,52,CA,12,1,-6,1,-1,1,2,-1,2,5,2,2,2,2,2022-11-10 13:25:00,2022-11-11 09:37:00,Desktop
ANES 2020-22 Social Media Study 20230705,155,2,57,CO,12,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-10 19:34:00,2022-11-10 20:06:00,Smartphone
ANES 2020-22 Social Media Study 20230705,156,1,56,NJ,10,1,-6,1,-1,4,1,2,3,5,1,1,2,-7,2022-11-11 13:37:00,2022-11-11 14:01:00,Desktop
ANES 2020-22 Social Media Study 20230705,158,2,51,KY,1,1,-6,1,-1,4,2,-1,3,5,1,2,2,2,2022-11-11 14:05:00,2022-11-14 08:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,159,1,22,IL,12,1,-6,1,-1,4,1,1,3,3,1,1,1,1,2022-11-21 13:31:00,2022-11-21 13:52:00,Smartphone
ANES 2020-22 Social Media Study 20230705,160,1,50,WI,1,1,-6,1,-1,3,2,-1,5,2,2,2,2,2,2022-11-13 07:45:00,2022-11-13 08:15:00,Desktop
ANES 2020-22 Social Media Study 20230705,162,2,76,GA,1,1,2,1,-1,4,1,1,5,1,1,2,2,2,2022-11-11 18:41:00,2022-11-11 19:21:00,Desktop
ANES 2020-22 Social Media Study 20230705,163,1,38,FL,10,1,-6,1,-1,4,1,1,5,4,1,2,1,2,2022-11-14 19:08:00,2022-11-14 19:28:00,Smartphone
ANES 2020-22 Social Media Study 20230705,164,1,61,CT,11,1,-6,1,-1,4,1,2,4,5,2,2,2,2,2022-11-09 14:43:00,2022-11-09 20:22:00,Desktop
ANES 2020-22 Social Media Study 20230705,166,2,43,NM,14,1,6,1,-1,4,1,2,5,5,1,2,2,1,2022-11-10 21:26:00,2022-11-10 21:50:00,Smartphone
ANES 2020-22 Social Media Study 20230705,167,2,39,AL,12,1,-6,1,-1,4,1,1,5,3,2,-7,2,-7,2022-11-10 15:53:00,2022-11-10 16:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,168,2,28,MA,11,1,-6,1,-1,2,2,-1,3,-7,1,2,2,2,2022-11-10 18:23:00,2022-11-15 01:56:00,Desktop
ANES 2020-22 Social Media Study 20230705,169,1,65,CA,12,1,-6,1,-1,4,1,1,5,3,2,2,2,2,2022-11-10 15:32:00,2022-11-10 16:49:00,Smartphone
ANES 2020-22 Social Media Study 20230705,170,2,69,TX,12,1,-6,1,-1,4,1,1,5,3,2,2,2,2,2022-11-10 12:48:00,2022-11-10 13:15:00,Smartphone
ANES 2020-22 Social Media Study 20230705,171,2,24,PA,12,1,-6,1,-1,4,1,1,5,5,2,2,2,2,2022-11-10 19:34:00,2022-11-10 19:44:00,Smartphone
ANES 2020-22 Social Media Study 20230705,172,1,64,DC,11,1,3,1,-1,4,1,1,5,2,2,-7,-7,-7,2022-11-11 08:28:00,2022-11-11 09:12:00,Desktop
ANES 2020-22 Social Media Study 20230705,173,2,63,CO,14,1,-6,1,-1,4,1,1,5,3,-1,-1,-1,-1,2022-11-10 21:19:00,2022-11-10 21:46:00,Smartphone
ANES 2020-22 Social Media Study 20230705,174,2,27,NC,12,1,3,1,-1,2,2,-1,5,3,1,1,2,2,2022-11-12 05:25:00,2022-11-12 22:34:00,Smartphone
ANES 2020-22 Social Media Study 20230705,175,1,80,MD,1,1,-6,1,-1,4,1,1,5,1,1,2,2,2,2022-11-10 15:54:00,2022-11-10 16:31:00,Desktop
ANES 2020-22 Social Media Study 20230705,176,2,19,CA,14,1,-6,2,-1,1,2,-1,4,5,1,1,1,1,2022-11-10 15:02:00,2022-11-10 15:18:00,Smartphone
ANES 2020-22 Social Media Study 20230705,178,1,29,CA,2,1,-6,1,-1,4,1,1,5,3,1,1,1,2,2022-11-17 08:30:00,2022-11-17 08:44:00,Smartphone
ANES 2020-22 Social Media Study 20230705,180,1,32,CA,9,1,-6,1,-1,4,1,1,5,1,2,2,2,1,2022-11-13 17:04:00,2022-11-13 17:25:00,Desktop
ANES 2020-22 Social Media Study 20230705,182,1,49,RI,2,1,-6,1,-1,4,1,1,5,3,1,2,2,2,2022-11-10 23:47:00,2022-11-11 00:08:00,Smartphone
ANES 2020-22 Social Media Study 20230705,183,2,44,MN,2,1,-6,1,-1,4,1,1,5,2,2,2,2,2,2022-11-10 13:37:00,2022-11-10 14:01:00,Smartphone
ANES 2020-22 Social Media Study 20230705,184,1,71,MO,14,1,-6,1,-1,1,1,1,5,3,2,2,2,2,2022-11-11 16:01:00,2022-11-11 16:34:00,Desktop
ANES 2020-22 Social Media Study 20230705,185,1,77,TX,1,1,-6,1,-1,4,1,1,5,2,1,2,2,2,2022-11-10 13:19:00,2022-11-10 14:47:00,Desktop
ANES 2020-22 Social Media Study 20230705,187,1,69,NY,2,1,4,1,-1,4,1,2,4,5,2,2,2,2,2022-12-16 13:27:00,2022-12-16 13:50:00,Desktop
ANES 2020-22 Social Media Study 20230705,188,1,25,LA,2,1,-6,1,-1,1,2,-1,2,5,1,1,1,1,2022-11-11 08:00:00,2022-11-11 08:25:00,Smartphone
ANES 2020-22 Social Media Study 20230705,189,2,33,SD,11,1,-6,1,-1,4,1,2,4,5,1,2,2,2,2022-11-10 16:12:00,2022-11-10 16:37:00,Desktop
ANES 2020-22 Social Media Study 20230705,190,1,38,MO,10,1,-6,1,-1,4,1,1,5,3,2,1,2,1,2022-11-17 12:15:00,2022-11-17 15:04:00,Desktop
ANES 2020-22 Social Media Study 20230705,191,2,68,NJ,1,1,-6,1,-1,4,1,2,5,4,-1,-1,-1,-1,2022-11-10 22:02:00,2022-11-10 22:44:00,Smartphone
ANES 2020-22 Social Media Study 20230705,192,2,18,CT,11,1,-6,1,-1,4,1,1,5,3,1,1,1,1,2022-12-07 17:09:00,2022-12-07 17:31:00,Desktop
ANES 2020-22 Social Media Study 20230705,193,2,41,ME,12,1,-6,2,-1,2,2,-1,4,3,1,1,1,1,2022-11-13 11:32:00,2022-11-13 11:58:00,Smartphone
ANES 2020-22 Social Media Study 20230705,195,1,52,CA,11,1,-6,1,-1,4,1,2,4,5,1,1,2,2,2022-11-13 10:43:00,2022-11-13 11:33:00,Desktop
ANES 2020-22 Social Media Study 20230705,196,1,72,LA,10,1,-6,1,-1,4,1,1,5,2,1,1,-7,-7,2022-11-10 20:14:00,2022-11-10 20:50:00,Desktop
ANES 2020-22 Social Media Study 20230705,199,1,75,MO,1,1,-6,1,-1,4,1,2,1,5,2,2,2,2,2022-11-11 00:00:00,2022-11-11 01:01:00,Desktop
ANES 2020-22 Social Media Study 20230705,200,1,63,HI,1,1,-6,1,-1,1,1,1,4,4,1,1,2,1,2022-11-10 12:29:00,2022-11-10 13:07:00,Smartphone
ANES 2020-22 Social Media Study 20230705,201,2,23,CO,11,1,-6,1,-1,4,1,1,5,4,1,1,1,1,2022-11-11 10:30:00,2022-11-12 15:37:00,Smartphone
ANES 2020-22 Social Media Study 20230705,202,1,41,CO,12,1,-6,1,-1,4,1,3,4,5,2,1,2,2,2022-11-10 15:43:00,2022-11-10 16:34:00,Desktop
ANES 2020-22 Social Media Study 20230705,203,1,47,MO,1,1,-6,1,-1,4,1,2,4,5,1,2,2,2,2022-11-10 18:48:00,2022-11-10 19:45:00,Smartphone
ANES 2020-22 Social Media Study 20230705,204,1,62,NJ,9,1,-6,1,-1,4,1,1,5,3,-1,-1,-1,-1,2022-11-10 16:49:00,2022-11-10 17:21:00,Desktop
ANES 2020-22 Social Media Study 20230705,205,2,62,NJ,14,1,-6,1,-1,4,1,1,5,1,1,1,2,2,2022-11-11 11:45:00,2022-11-11 12:24:00,Desktop
